chi2 wavelength x0 err_x0 y0 err_y0 I0 err_I0 fwhm_x err_fwhm_x fwhm_y err_fwhm_y rot err_rot
6.34719372606313 4754.71337890625 53.390171546543066 3.56416376739172e-07 -36.12076977780597 3.7026197028575533e-07 36071.24167521055 243.64084510227644 1.0169411905372667 0.0341269705540098 1.0169411905372667 0.0341269705540098 0 0
6.320402689390664 4809.71337890625 53.390172022673525 3.5085074785120057e-07 -36.12076889084568 3.441986623339726e-07 35944.36210969281 256.63828503735556 1.020859097328333 0.03680370663314882 1.020859097328333 0.03680370663314882 0 0
5.997104612960653 4909.71337890625 53.39017154213604 3.325570165541622e-07 -36.12076900238402 3.1524268616976347e-07 34738.77302854099 224.5404827119577 1.0246180972275882 0.0359700398831175 1.0246180972275882 0.0359700398831175 0 0
6.866189789162437 5009.71337890625 53.39017182062485 3.481556340644505e-07 -36.12076873280386 3.30737384506189e-07 35454.10562245751 231.7627207060025 1.0240133984503126 0.038707618458503415 1.0240133984503126 0.038707618458503415 0 0
7.256676395878143 5109.71337890625 53.390172433270536 3.580409020070002e-07 -36.12076834720469 3.431743495484729e-07 35240.64187297288 243.07295662802653 1.0116166858537967 0.03842985443665601 1.0116166858537967 0.03842985443665601 0 0
7.265160563783116 5209.71337890625 53.39017257693268 3.615829393707075e-07 -36.12076813736394 3.5683535953791554e-07 33973.58095161565 257.5535167425106 0.9955054258048105 0.03669578312305888 0.9955054258048105 0.03669578312305888 0 0
6.728160763233947 5309.71337890625 53.390172545118475 3.4642340569307154e-07 -36.12076781197287 3.510398900534449e-07 36564.637557812086 283.2847577356855 0.9859307838512065 0.034434608628332884 0.9859307838512065 0.034434608628332884 0 0
6.0407814086646185 5409.71337890625 53.39017256167163 3.370926699098661e-07 -36.12076788619386 3.4501542872558143e-07 36441.938206811465 275.16105808511344 0.9833446433199928 0.034046689609739764 0.9833446433199928 0.034046689609739764 0 0
5.962926812461718 5509.71337890625 53.390172286631184 3.3197535848564945e-07 -36.12076826129503 3.387555065510532e-07 37038.54459839876 261.7005739812413 0.9823642595694733 0.0338607767844883 0.9823642595694733 0.0338607767844883 0 0
5.695912584826873 5609.71337890625 53.39017257241164 3.231619850344254e-07 -36.12076840401704 3.274015231587615e-07 36685.900752275506 244.40235393901858 0.9802535892522718 0.034725901647612675 0.9802535892522718 0.034725901647612675 0 0
6.190972731741298 5709.71337890625 53.39017300416629 3.321812655007391e-07 -36.12076863796004 3.344489321393181e-07 37465.244043290775 253.86297855791574 0.9758922049536557 0.03411455254341465 0.9758922049536557 0.03411455254341465 0 0
6.881884805702292 5809.71337890625 53.39017345815819 3.4446977258903543e-07 -36.12076880660021 3.4743837975805885e-07 37642.21567144121 268.35958777718 0.9730630885766951 0.036095028416335107 0.9730630885766951 0.036095028416335107 0 0
7.154261700181961 5909.71337890625 53.39017325539861 3.433509823693266e-07 -36.120768677191165 3.492897557344889e-07 37095.11914734808 274.61710593565357 0.9660878769269771 0.03640510941690762 0.9660878769269771 0.03640510941690762 0 0
7.259154935953738 6009.71337890625 53.39017323862578 3.3687764415436907e-07 -36.12076839909272 3.4237077048139085e-07 37942.03091891473 280.44357925044665 0.9552154051974343 0.0337997214972538 0.9552154051974343 0.0337997214972538 0 0
7.200496223212247 6109.71337890625 53.39017312713169 3.289463011607276e-07 -36.12076830489162 3.405692733385983e-07 37351.9021172979 281.09801051990326 0.9457966608501458 0.0321714861645939 0.9457966608501458 0.0321714861645939 0 0
6.451394894368763 6209.71337890625 53.39017332226726 3.148032025491064e-07 -36.12076778797484 3.2794993645403857e-07 37015.96329037314 273.4142019560124 0.9326867661561881 0.029265315199420727 0.9326867661561881 0.029265315199420727 0 0
5.712369098705059 6309.71337890625 53.39017357938176 2.9383441812920706e-07 -36.1207672948114 3.0525855456482483e-07 37191.52725632902 272.3180005451119 0.9217992953005767 0.025824219437597103 0.9217992953005767 0.025824219437597103 0 0
5.178080056836353 6409.71337890625 53.39017380971102 2.9703587621330184e-07 -36.120767559873286 3.096255825759088e-07 36860.72885120404 252.65055773080982 0.9204337678514231 0.026678601070984184 0.9204337678514231 0.026678601070984184 0 0
5.3008722881578905 6509.71337890625 53.39017403505052 2.991644650319728e-07 -36.12076757450749 3.190361771036365e-07 36417.793575002805 259.7204474448296 0.917114197729342 0.027351891362100415 0.917114197729342 0.027351891362100415 0 0
5.133757441098677 6609.71337890625 53.39017404810046 3.086077579648256e-07 -36.120767861443554 3.1132108924652983e-07 35650.729818099004 243.40518028631305 0.9162450101395917 0.027331734318981404 0.9162450101395917 0.027331734318981404 0 0
4.7467580786722054 6709.71337890625 53.39017453243403 2.9079219497327605e-07 -36.12076814211941 3.024508679451263e-07 36209.02920179779 242.5445582849304 0.9137839118987164 0.026631747552308387 0.9137839118987164 0.026631747552308387 0 0
4.667551202869622 6809.71337890625 53.3901749800101 2.9237825322530673e-07 -36.120768035585314 3.0408603487079273e-07 36014.15286237483 241.9621163601284 0.9090880189283854 0.026806051202344097 0.9090880189283854 0.026806051202344097 0 0
5.225742086179155 6909.71337890625 53.39017524627522 3.1065536335552675e-07 -36.12076734064735 3.1533250004413827e-07 36281.58152974123 313.95801565827173 0.8920189953809309 0.02499995186356691 0.8920189953809309 0.02499995186356691 0 0
4.210628183742502 7009.71337890625 53.39017570322185 2.897534375352669e-07 -36.12076824028943 3.021671705039247e-07 35459.797780937704 227.66758478491172 0.9016521756114452 0.026334968926959187 0.9016521756114452 0.026334968926959187 0 0
4.339786465651801 7109.71337890625 53.390175924836804 2.9631378750902303e-07 -36.120768128607665 3.08346460900469e-07 35239.06443558654 225.29374924447342 0.8963244594062383 0.026247159014674386 0.8963244594062383 0.026247159014674386 0 0
5.076345342181926 7209.71337890625 53.390176127792294 3.1011000229239897e-07 -36.12076737397104 3.224018826092115e-07 35283.99225917604 270.3722810003175 0.8829842786788548 0.025879633287082034 0.8829842786788548 0.025879633287082034 0 0
