chi2 wavelength x0 err_x0 y0 err_y0 I0 err_I0 fwhm_x err_fwhm_x fwhm_y err_fwhm_y rot err_rot
0.1318894385502035 4754.56005859375 41.619633722257745 1.914609396430622e-06 -0.5096732716761788 1.978520934531144e-06 169.54287234834482 12.303829148701785 0.8009612143269715 17.47123578364355 0.8330084561337517 0.45368078819427377 108.63277410892915 18.24972288916918
0.017021497349181958 4859.56005859375 41.6196294115446 7.250338516656955e-07 -0.5096735200633633 6.973716343637748e-07 151.95105451247645 3.042796234495367 0.7744608338573205 84.6624449272278 0.8339673690192483 0.7411172217995194 106.96538316997969 3.6235176614801263
0.012826037224258196 5059.56005859375 41.61963038266594 6.577769792526492e-07 -0.509671172003527 5.991363764549209e-07 153.628441756455 3.1260582206498304 0.7611629585080437 22.197089147614747 0.8420764773950646 0.2073379055439213 95.97145929406653 2.3286719396406506
0.014678315755341044 5259.56005859375 41.61963230119993 7.333107970973815e-07 -0.5096696376239628 6.599931758005666e-07 139.33597456423232 3.068887762380045 0.769889114459156 41.111417430389544 0.837898951817339 0.42061325253920745 95.31194958060271 3.086076310984229
0.017582115515056368 5459.56005859375 41.61963344707531 7.871469214374655e-07 -0.5096684690138475 7.343659527054299e-07 140.33517639138253 3.736936868160462 0.7836537500857229 25.373428168729024 0.8351079977793515 0.2724378587986035 99.82568589763277 4.47513955066042
0.018181831212203327 5659.56005859375 41.6196329581535 8.029000777394937e-07 -0.5096693168237894 7.867976929479791e-07 132.52933051415698 3.3094418551644975 0.7670721509646379 32.115169608639 0.8052158264727682 0.3662403520717496 112.67597233143924 6.533865754003913
0.01954158013455842 5859.56005859375 41.61963166443524 8.183553465452353e-07 -0.5096695874409232 8.24264004801011e-07 127.16431781860682 3.0880093696031774 0.7533683829488971 30.705601568724866 0.7797289728913929 0.36068377214620023 115.61806680953251 9.485605763528193
0.017968062490685874 6059.56005859375 41.61962945817026 7.908857551637547e-07 -0.5096709571246889 8.141557665121845e-07 124.39390832462034 2.8877441476005092 0.7394437203028921 25.924489441489275 0.7609530672667154 0.2853115044407271 122.34269741456865 11.207381154577174
0.019985317051370584 6259.56005859375 41.619628117245824 8.433259620988559e-07 -0.5096710089184346 8.546828780152365e-07 116.48542936910464 2.68431391164213 0.7229394400240615 26.708787623305508 0.7557411236626566 0.31573786177665203 118.14643628178833 7.927961556830193
0.013759259573775807 6459.56005859375 41.61962762532185 7.082969875148099e-07 -0.5096704736963151 6.89232951869824e-07 114.94777054013824 2.301717033442824 0.703085981899956 15.72828020259334 0.750158558520844 0.17080116074718535 101.66688976684642 4.514614219515491
0.011410679187768768 6659.56005859375 41.61962745468525 6.653989724310517e-07 -0.509669201740682 6.502671799755803e-07 111.66728721606991 2.1334395209453887 0.682702499043344 12.936210824714259 0.7348121498500987 0.1378566104738255 93.64906730392941 3.7803817004745386
0.008819950665784669 6859.56005859375 41.61962688351178 5.851559125208564e-07 -0.509668523637142 5.397452594343213e-07 109.11091700426132 1.6284817639503766 0.671719764765833 16.464655410043473 0.7320132550112131 0.15175591966493127 96.13155610367873 2.8280838737636977
0.0091535647034386 7059.56005859375 41.61962672157189 6.290769241631016e-07 -0.5096682050378877 5.853534080254264e-07 107.05569286864461 1.7990303061970314 0.6665591710889505 11.088697835550903 0.7251678142393368 0.10883302614393628 95.00671586569703 3.093430281548183
0.010799301050099389 7259.56005859375 41.61962776791918 6.029042904231334e-07 -0.5096671360007373 5.571397719449178e-07 101.4586136896835 1.6599686187364315 0.6684682528566329 12.28902947369808 0.7241628921740457 0.12217749508771462 95.2847929409676 3.2803536874847237
0.011770216787543185 7459.56005859375 41.61962895318018 6.670872071581755e-07 -0.5096664563990742 6.130296292225851e-07 100.50351689161349 1.8297686683683687 0.6648138230487607 11.581786431659587 0.7142089011556384 0.12509768815464004 98.10593435452365 3.9955721049125663
0.015997650621105104 7659.56005859375 41.61963040381912 7.482999770673396e-07 -0.5096654043282342 7.083040863032567e-07 97.04905521293806 1.9713935550795119 0.6629182927480679 12.922550792860763 0.704240998254061 0.15886443427980695 103.66019651071547 5.522173233741529
0.015981295344836846 7859.56005859375 41.61963057808886 7.06234890676984e-07 -0.5096648807617827 6.631164924783729e-07 98.31831826251522 2.002009065271101 0.6517590963754474 8.469870635178514 0.6790022691438001 0.09982959697672031 108.54807428521279 7.984265894557688
0.017511250750345195 8059.56005859375 41.61962907904652 8.080499964738406e-07 -0.5096640307763438 7.542731494308217e-07 91.24425932818711 2.041432683715585 0.6494927343932799 14.313528039447013 0.6847904535758228 0.17132884059694342 117.97077782053009 6.939786271322477
0.015123447090983838 8259.56005859375 41.619630111603314 7.295143614416191e-07 -0.5096638201057511 7.303568936667066e-07 86.13164065522628 1.7793239246200956 0.6563860144703959 16.797135780504462 0.6985949601374158 0.18639617376080622 123.87236862174322 5.467321531431615
0.015656587654830502 8459.56005859375 41.619630236853034 7.449171783500787e-07 -0.5096634533205683 7.441378720030486e-07 82.77468987609987 1.7067405686855253 0.6586191888944155 19.47170397776202 0.7007755578865971 0.2256532354024197 128.00017156910533 5.704766839891938
0.01725974986840997 8659.56005859375 41.61963115496564 7.546161183532804e-07 -0.5096624387454419 7.614154761326127e-07 83.51758577700625 1.7948893520338 0.6475486849115586 14.037484882712985 0.6757481507288198 0.16703639654159744 135.82837361614634 8.460305177978631
0.023046183744065894 8859.56005859375 41.6196305050661 8.008594706114145e-07 -0.5096626070900139 8.166266564437962e-07 85.61505803649915 1.8088437713065315 0.6387963267605712 16.520165099619042 0.6744516259178613 0.2171747583372807 137.91918687677116 7.340738348740249
0.011727876578579658 9059.56005859375 41.619629431202924 6.864408348882193e-07 -0.509663384863624 7.158401763850245e-07 79.8150400233819 1.4857789773510972 0.644505936402862 16.91644926825119 0.6911845510435947 0.21128353650545167 136.39319801207014 4.7383284694589936
0.015603073150206934 9259.56005859375 41.61963130043686 8.306533831331861e-07 -0.5096619871251235 8.041820269827461e-07 69.3975977826008 1.2693303910776943 0.6489909229523839 89.29272908642739 0.7010260777175488 1.181954514847445 132.34775904984224 5.316823575587244
